path,scenes,raw_scenes
results/pampersus/C6yvoNBuotL_2024-05-10_15-27-01_UTC_1,"[(0.0, 2.933), (2.933, 5.2), (5.2, 7.0), (7.0, 10.133), (10.133, 12.567), (12.567, 15.133), (15.133, 17.233), (17.233, 24.733)]","[('00:00:00.000', '00:00:02.933'), ('00:00:02.933', '00:00:05.200'), ('00:00:05.200', '00:00:07.000'), ('00:00:07.000', '00:00:10.133'), ('00:00:10.133', '00:00:12.567'), ('00:00:12.567', '00:00:15.133'), ('00:00:15.133', '00:00:17.233'), ('00:00:17.233', '00:00:24.733')]"
results/pampersus/C6op28WOxBJ_2024-05-06_17-28-16_UTC,"[(0.0, 0.6), (0.6, 1.967), (1.967, 3.733), (3.733, 4.967), (4.967, 6.5), (6.5, 7.767), (7.767, 8.5), (8.5, 9.767), (9.767, 10.967), (10.967, 12.433), (12.433, 14.967), (14.967, 17.633), (17.633, 19.233), (19.233, 19.933), (19.933, 20.833), (20.833, 21.9), (21.9, 23.367), (23.367, 24.267), (24.267, 24.833), (24.833, 26.033), (26.033, 26.767), (26.767, 27.433), (27.433, 30.933), (30.933, 31.533), (31.533, 34.2), (34.2, 41.6), (41.6, 42.767), (42.767, 43.967), (43.967, 46.267), (46.267, 47.967), (47.967, 49.733)]","[('00:00:00.000', '00:00:00.600'), ('00:00:00.600', '00:00:01.967'), ('00:00:01.967', '00:00:03.733'), ('00:00:03.733', '00:00:04.967'), ('00:00:04.967', '00:00:06.500'), ('00:00:06.500', '00:00:07.767'), ('00:00:07.767', '00:00:08.500'), ('00:00:08.500', '00:00:09.767'), ('00:00:09.767', '00:00:10.967'), ('00:00:10.967', '00:00:12.433'), ('00:00:12.433', '00:00:14.967'), ('00:00:14.967', '00:00:17.633'), ('00:00:17.633', '00:00:19.233'), ('00:00:19.233', '00:00:19.933'), ('00:00:19.933', '00:00:20.833'), ('00:00:20.833', '00:00:21.900'), ('00:00:21.900', '00:00:23.367'), ('00:00:23.367', '00:00:24.267'), ('00:00:24.267', '00:00:24.833'), ('00:00:24.833', '00:00:26.033'), ('00:00:26.033', '00:00:26.767'), ('00:00:26.767', '00:00:27.433'), ('00:00:27.433', '00:00:30.933'), ('00:00:30.933', '00:00:31.533'), ('00:00:31.533', '00:00:34.200'), ('00:00:34.200', '00:00:41.600'), ('00:00:41.600', '00:00:42.767'), ('00:00:42.767', '00:00:43.967'), ('00:00:43.967', '00:00:46.267'), ('00:00:46.267', '00:00:47.967'), ('00:00:47.967', '00:00:49.733')]"
results/pampersus/C6w1kPUr1FF_2024-05-10_01-07-11_UTC,"[(0.0, 4.421), (4.421, 5.63), (5.63, 7.424), (7.424, 8.8), (8.8, 10.844), (10.844, 12.137), (12.137, 13.972), (13.972, 16.057), (16.057, 17.433), (17.433, 19.185), (19.185, 20.478), (20.478, 22.188), (22.188, 23.898), (23.898, 25.066), (25.066, 26.609), (26.609, 28.277), (28.277, 30.029), (30.029, 31.614), (31.614, 36.952), (36.952, 37.494)]","[('00:00:00.000', '00:00:04.421'), ('00:00:04.421', '00:00:05.630'), ('00:00:05.630', '00:00:07.424'), ('00:00:07.424', '00:00:08.800'), ('00:00:08.800', '00:00:10.844'), ('00:00:10.844', '00:00:12.137'), ('00:00:12.137', '00:00:13.972'), ('00:00:13.972', '00:00:16.057'), ('00:00:16.057', '00:00:17.433'), ('00:00:17.433', '00:00:19.185'), ('00:00:19.185', '00:00:20.478'), ('00:00:20.478', '00:00:22.188'), ('00:00:22.188', '00:00:23.898'), ('00:00:23.898', '00:00:25.066'), ('00:00:25.066', '00:00:26.609'), ('00:00:26.609', '00:00:28.277'), ('00:00:28.277', '00:00:30.029'), ('00:00:30.029', '00:00:31.614'), ('00:00:31.614', '00:00:36.952'), ('00:00:36.952', '00:00:37.494')]"
results/pampersus/DAro7dfsqC5_2024-10-04_00-21-41_UTC,"[(0.0, 2.567), (2.567, 3.867), (3.867, 10.433), (10.433, 17.2), (17.2, 39.833), (39.833, 50.033)]","[('00:00:00.000', '00:00:02.567'), ('00:00:02.567', '00:00:03.867'), ('00:00:03.867', '00:00:10.433'), ('00:00:10.433', '00:00:17.200'), ('00:00:17.200', '00:00:39.833'), ('00:00:39.833', '00:00:50.033')]"
results/pampersus/C7mMR5AOzuy_2024-05-30_14-56-59_UTC_1,"[(0.0, 3.433), (3.433, 4.833), (4.833, 7.567), (7.567, 9.6), (9.6, 11.067), (11.067, 13.333), (13.333, 16.433), (16.433, 18.933), (18.933, 21.367), (21.367, 24.433), (24.433, 27.1), (27.1, 30.4)]","[('00:00:00.000', '00:00:03.433'), ('00:00:03.433', '00:00:04.833'), ('00:00:04.833', '00:00:07.567'), ('00:00:07.567', '00:00:09.600'), ('00:00:09.600', '00:00:11.067'), ('00:00:11.067', '00:00:13.333'), ('00:00:13.333', '00:00:16.433'), ('00:00:16.433', '00:00:18.933'), ('00:00:18.933', '00:00:21.367'), ('00:00:21.367', '00:00:24.433'), ('00:00:24.433', '00:00:27.100'), ('00:00:27.100', '00:00:30.400')]"
results/pampersus/C8xTBtERygC_2024-06-28_19-00-02_UTC,"[(0.0, 2.633), (2.633, 10.2), (10.2, 14.7), (14.7, 19.533), (19.533, 25.1), (25.1, 28.2), (28.2, 29.767), (29.767, 32.067), (32.067, 33.533), (33.533, 35.767), (35.767, 37.233), (37.233, 40.0), (40.0, 43.433), (43.433, 46.267), (46.267, 48.933), (48.933, 51.133)]","[('00:00:00.000', '00:00:02.633'), ('00:00:02.633', '00:00:10.200'), ('00:00:10.200', '00:00:14.700'), ('00:00:14.700', '00:00:19.533'), ('00:00:19.533', '00:00:25.100'), ('00:00:25.100', '00:00:28.200'), ('00:00:28.200', '00:00:29.767'), ('00:00:29.767', '00:00:32.067'), ('00:00:32.067', '00:00:33.533'), ('00:00:33.533', '00:00:35.767'), ('00:00:35.767', '00:00:37.233'), ('00:00:37.233', '00:00:40.000'), ('00:00:40.000', '00:00:43.433'), ('00:00:43.433', '00:00:46.267'), ('00:00:46.267', '00:00:48.933'), ('00:00:48.933', '00:00:51.133')]"
results/pampersus/C59Ry9VvqFn_2024-04-19_21-05-26_UTC_1,"[(0.0, 1.033), (1.033, 2.5), (2.5, 3.5), (3.5, 4.533), (4.533, 5.3), (5.3, 7.067), (7.067, 8.567), (8.567, 9.6), (9.6, 10.433), (10.433, 11.867), (11.867, 15.033), (15.033, 17.133), (17.133, 20.1), (20.1, 22.633)]","[('00:00:00.000', '00:00:01.033'), ('00:00:01.033', '00:00:02.500'), ('00:00:02.500', '00:00:03.500'), ('00:00:03.500', '00:00:04.533'), ('00:00:04.533', '00:00:05.300'), ('00:00:05.300', '00:00:07.067'), ('00:00:07.067', '00:00:08.567'), ('00:00:08.567', '00:00:09.600'), ('00:00:09.600', '00:00:10.433'), ('00:00:10.433', '00:00:11.867'), ('00:00:11.867', '00:00:15.033'), ('00:00:15.033', '00:00:17.133'), ('00:00:17.133', '00:00:20.100'), ('00:00:20.100', '00:00:22.633')]"
results/pampersus/C7146vMO2XJ_2024-06-05_17-18-04_UTC_1,"[(0.0, 5.2), (5.2, 6.667), (6.667, 8.367), (8.367, 11.833), (11.833, 14.567), (14.567, 16.433), (16.433, 23.333), (23.333, 24.033), (24.033, 25.6), (25.6, 27.033), (27.033, 32.967), (32.967, 35.033)]","[('00:00:00.000', '00:00:05.200'), ('00:00:05.200', '00:00:06.667'), ('00:00:06.667', '00:00:08.367'), ('00:00:08.367', '00:00:11.833'), ('00:00:11.833', '00:00:14.567'), ('00:00:14.567', '00:00:16.433'), ('00:00:16.433', '00:00:23.333'), ('00:00:23.333', '00:00:24.033'), ('00:00:24.033', '00:00:25.600'), ('00:00:25.600', '00:00:27.033'), ('00:00:27.033', '00:00:32.967'), ('00:00:32.967', '00:00:35.033')]"
results/pampersus/C8xNz_auwbY_2024-06-28_18-13-12_UTC_1,"[(0.0, 2.2), (2.2, 3.1), (3.1, 3.6), (3.6, 4.2), (4.2, 6.2), (6.2, 7.2), (7.2, 8.833), (8.833, 9.8), (9.8, 10.3), (10.3, 11.3), (11.3, 12.3), (12.3, 13.333), (13.333, 13.9), (13.9, 15.0), (15.0, 15.5), (15.5, 16.0), (16.0, 20.3), (20.3, 21.1), (21.1, 21.6), (21.6, 22.3), (22.3, 23.633)]","[('00:00:00.000', '00:00:02.200'), ('00:00:02.200', '00:00:03.100'), ('00:00:03.100', '00:00:03.600'), ('00:00:03.600', '00:00:04.200'), ('00:00:04.200', '00:00:06.200'), ('00:00:06.200', '00:00:07.200'), ('00:00:07.200', '00:00:08.833'), ('00:00:08.833', '00:00:09.800'), ('00:00:09.800', '00:00:10.300'), ('00:00:10.300', '00:00:11.300'), ('00:00:11.300', '00:00:12.300'), ('00:00:12.300', '00:00:13.333'), ('00:00:13.333', '00:00:13.900'), ('00:00:13.900', '00:00:15.000'), ('00:00:15.000', '00:00:15.500'), ('00:00:15.500', '00:00:16.000'), ('00:00:16.000', '00:00:20.300'), ('00:00:20.300', '00:00:21.100'), ('00:00:21.100', '00:00:21.600'), ('00:00:21.600', '00:00:22.300'), ('00:00:22.300', '00:00:23.633')]"
results/pampersus/C-EAjnYp9AR_2024-07-30_21-56-25_UTC_1,"[(0.0, 2.567), (2.567, 11.6), (11.6, 23.767), (23.767, 34.067), (34.067, 37.967)]","[('00:00:00.000', '00:00:02.567'), ('00:00:02.567', '00:00:11.600'), ('00:00:11.600', '00:00:23.767'), ('00:00:23.767', '00:00:34.067'), ('00:00:34.067', '00:00:37.967')]"
results/pampersus/DA4eyonJhiZ_2024-10-09_00-02-31_UTC_1,"[(0.0, 3.1), (3.1, 3.8), (3.8, 5.333), (5.333, 6.567), (6.567, 8.4), (8.4, 12.3), (12.3, 13.0), (13.0, 13.8), (13.8, 15.1), (15.1, 16.767), (16.767, 18.633), (18.633, 19.733), (19.733, 20.667), (20.667, 23.133), (23.133, 24.233), (24.233, 25.167), (25.167, 27.833), (27.833, 30.7), (30.7, 32.1), (32.1, 33.033), (33.033, 34.6), (34.6, 35.367), (35.367, 37.433), (37.433, 38.2), (38.2, 39.233), (39.233, 39.867), (39.867, 40.733), (40.733, 41.4), (41.4, 42.3), (42.3, 44.033), (44.033, 45.133), (45.133, 46.833), (46.833, 47.6), (47.6, 49.033)]","[('00:00:00.000', '00:00:03.100'), ('00:00:03.100', '00:00:03.800'), ('00:00:03.800', '00:00:05.333'), ('00:00:05.333', '00:00:06.567'), ('00:00:06.567', '00:00:08.400'), ('00:00:08.400', '00:00:12.300'), ('00:00:12.300', '00:00:13.000'), ('00:00:13.000', '00:00:13.800'), ('00:00:13.800', '00:00:15.100'), ('00:00:15.100', '00:00:16.767'), ('00:00:16.767', '00:00:18.633'), ('00:00:18.633', '00:00:19.733'), ('00:00:19.733', '00:00:20.667'), ('00:00:20.667', '00:00:23.133'), ('00:00:23.133', '00:00:24.233'), ('00:00:24.233', '00:00:25.167'), ('00:00:25.167', '00:00:27.833'), ('00:00:27.833', '00:00:30.700'), ('00:00:30.700', '00:00:32.100'), ('00:00:32.100', '00:00:33.033'), ('00:00:33.033', '00:00:34.600'), ('00:00:34.600', '00:00:35.367'), ('00:00:35.367', '00:00:37.433'), ('00:00:37.433', '00:00:38.200'), ('00:00:38.200', '00:00:39.233'), ('00:00:39.233', '00:00:39.867'), ('00:00:39.867', '00:00:40.733'), ('00:00:40.733', '00:00:41.400'), ('00:00:41.400', '00:00:42.300'), ('00:00:42.300', '00:00:44.033'), ('00:00:44.033', '00:00:45.133'), ('00:00:45.133', '00:00:46.833'), ('00:00:46.833', '00:00:47.600'), ('00:00:47.600', '00:00:49.033')]"
results/pampersus/DBCCSeMS-70_2024-10-12_17-07-16_UTC_1,"[(0.0, 0.833), (0.833, 1.533), (1.533, 2.467), (2.467, 3.533), (3.533, 4.333), (4.333, 5.167), (5.167, 6.033), (6.033, 7.733), (7.733, 8.7), (8.7, 9.933), (9.933, 11.267), (11.267, 12.533), (12.533, 14.167), (14.167, 14.867), (14.867, 15.533), (15.533, 16.733), (16.733, 19.367), (19.367, 21.2), (21.2, 22.733), (22.733, 24.767), (24.767, 26.2), (26.2, 28.5), (28.5, 30.867), (30.867, 32.633), (32.633, 35.567), (35.567, 36.7)]","[('00:00:00.000', '00:00:00.833'), ('00:00:00.833', '00:00:01.533'), ('00:00:01.533', '00:00:02.467'), ('00:00:02.467', '00:00:03.533'), ('00:00:03.533', '00:00:04.333'), ('00:00:04.333', '00:00:05.167'), ('00:00:05.167', '00:00:06.033'), ('00:00:06.033', '00:00:07.733'), ('00:00:07.733', '00:00:08.700'), ('00:00:08.700', '00:00:09.933'), ('00:00:09.933', '00:00:11.267'), ('00:00:11.267', '00:00:12.533'), ('00:00:12.533', '00:00:14.167'), ('00:00:14.167', '00:00:14.867'), ('00:00:14.867', '00:00:15.533'), ('00:00:15.533', '00:00:16.733'), ('00:00:16.733', '00:00:19.367'), ('00:00:19.367', '00:00:21.200'), ('00:00:21.200', '00:00:22.733'), ('00:00:22.733', '00:00:24.767'), ('00:00:24.767', '00:00:26.200'), ('00:00:26.200', '00:00:28.500'), ('00:00:28.500', '00:00:30.867'), ('00:00:30.867', '00:00:32.633'), ('00:00:32.633', '00:00:35.567'), ('00:00:35.567', '00:00:36.700')]"
results/pampersus/C8H38rlgVtM_2024-06-12_16-58-38_UTC,"[(0.0, 2.733), (2.733, 17.033), (17.033, 19.033), (19.033, 21.5), (21.5, 22.2), (22.2, 23.033), (23.033, 24.467), (24.467, 28.667), (28.667, 42.267)]","[('00:00:00.000', '00:00:02.733'), ('00:00:02.733', '00:00:17.033'), ('00:00:17.033', '00:00:19.033'), ('00:00:19.033', '00:00:21.500'), ('00:00:21.500', '00:00:22.200'), ('00:00:22.200', '00:00:23.033'), ('00:00:23.033', '00:00:24.467'), ('00:00:24.467', '00:00:28.667'), ('00:00:28.667', '00:00:42.267')]"
results/pampersus/C-sk0rlx3-A_2024-08-15_16-00-00_UTC,"[(0.0, 5.933), (5.933, 9.767), (9.767, 14.667), (14.667, 20.0), (20.0, 20.733), (20.733, 28.567), (28.567, 37.267), (37.267, 41.133)]","[('00:00:00.000', '00:00:05.933'), ('00:00:05.933', '00:00:09.767'), ('00:00:09.767', '00:00:14.667'), ('00:00:14.667', '00:00:20.000'), ('00:00:20.000', '00:00:20.733'), ('00:00:20.733', '00:00:28.567'), ('00:00:28.567', '00:00:37.267'), ('00:00:37.267', '00:00:41.133')]"
results/pampersus/C5gr8hPRYVp_2024-04-08_18-36-40_UTC_1,"[(0.0, 1.2), (1.2, 2.533), (2.533, 3.967), (3.967, 4.867), (4.867, 5.633), (5.633, 6.5), (6.5, 7.1), (7.1, 9.667), (9.667, 10.867), (10.867, 12.867), (12.867, 16.567), (16.567, 18.5), (18.5, 19.233), (19.233, 21.933), (21.933, 24.833), (24.833, 26.5)]","[('00:00:00.000', '00:00:01.200'), ('00:00:01.200', '00:00:02.533'), ('00:00:02.533', '00:00:03.967'), ('00:00:03.967', '00:00:04.867'), ('00:00:04.867', '00:00:05.633'), ('00:00:05.633', '00:00:06.500'), ('00:00:06.500', '00:00:07.100'), ('00:00:07.100', '00:00:09.667'), ('00:00:09.667', '00:00:10.867'), ('00:00:10.867', '00:00:12.867'), ('00:00:12.867', '00:00:16.567'), ('00:00:16.567', '00:00:18.500'), ('00:00:18.500', '00:00:19.233'), ('00:00:19.233', '00:00:21.933'), ('00:00:21.933', '00:00:24.833'), ('00:00:24.833', '00:00:26.500')]"
results/pampersus/C77EXWQR2N-_2024-06-07_17-31-28_UTC,"[(0.0, 5.533), (5.533, 8.533), (8.533, 11.933), (11.933, 18.1), (18.1, 25.7), (25.7, 32.667), (32.667, 41.4)]","[('00:00:00.000', '00:00:05.533'), ('00:00:05.533', '00:00:08.533'), ('00:00:08.533', '00:00:11.933'), ('00:00:11.933', '00:00:18.100'), ('00:00:18.100', '00:00:25.700'), ('00:00:25.700', '00:00:32.667'), ('00:00:32.667', '00:00:41.400')]"
results/pampersus/C48RMElLZ1Y_2024-03-25_15-13-05_UTC_1,"[(0.0, 4.367), (4.367, 4.9), (4.9, 6.833), (6.833, 9.733), (9.733, 10.5), (10.5, 11.467), (11.467, 12.0), (12.0, 12.533), (12.533, 13.5), (13.5, 14.4), (14.4, 14.867), (14.867, 15.767), (15.767, 16.4), (16.4, 17.067), (17.067, 18.2), (18.2, 19.1), (19.1, 20.8), (20.8, 21.7), (21.7, 22.5), (22.5, 24.2), (24.2, 25.233), (25.233, 28.1), (28.1, 29.533), (29.533, 31.067), (31.067, 32.833), (32.833, 33.933)]","[('00:00:00.000', '00:00:04.367'), ('00:00:04.367', '00:00:04.900'), ('00:00:04.900', '00:00:06.833'), ('00:00:06.833', '00:00:09.733'), ('00:00:09.733', '00:00:10.500'), ('00:00:10.500', '00:00:11.467'), ('00:00:11.467', '00:00:12.000'), ('00:00:12.000', '00:00:12.533'), ('00:00:12.533', '00:00:13.500'), ('00:00:13.500', '00:00:14.400'), ('00:00:14.400', '00:00:14.867'), ('00:00:14.867', '00:00:15.767'), ('00:00:15.767', '00:00:16.400'), ('00:00:16.400', '00:00:17.067'), ('00:00:17.067', '00:00:18.200'), ('00:00:18.200', '00:00:19.100'), ('00:00:19.100', '00:00:20.800'), ('00:00:20.800', '00:00:21.700'), ('00:00:21.700', '00:00:22.500'), ('00:00:22.500', '00:00:24.200'), ('00:00:24.200', '00:00:25.233'), ('00:00:25.233', '00:00:28.100'), ('00:00:28.100', '00:00:29.533'), ('00:00:29.533', '00:00:31.067'), ('00:00:31.067', '00:00:32.833'), ('00:00:32.833', '00:00:33.933')]"
results/pampersus/C7Zx59BRLiM_2024-05-25_19-16-09_UTC_1,"[(0.0, 1.103), (1.103, 4.31), (4.31, 5.483), (5.483, 6.759), (6.759, 9.138), (9.138, 13.448), (13.448, 14.207), (14.207, 16.069), (16.069, 17.621), (17.621, 19.31), (19.31, 20.034), (20.034, 24.345), (24.345, 26.552), (26.552, 28.517), (28.517, 29.552), (29.552, 31.241), (31.241, 33.655), (33.655, 36.276), (36.276, 37.69), (37.69, 39.448), (39.448, 42.207), (42.207, 44.172), (44.172, 45.897), (45.897, 47.276), (47.276, 48.241), (48.241, 49.0), (49.0, 49.759), (49.759, 50.517), (50.517, 51.724), (51.724, 54.448), (54.448, 56.379)]","[('00:00:00.000', '00:00:01.103'), ('00:00:01.103', '00:00:04.310'), ('00:00:04.310', '00:00:05.483'), ('00:00:05.483', '00:00:06.759'), ('00:00:06.759', '00:00:09.138'), ('00:00:09.138', '00:00:13.448'), ('00:00:13.448', '00:00:14.207'), ('00:00:14.207', '00:00:16.069'), ('00:00:16.069', '00:00:17.621'), ('00:00:17.621', '00:00:19.310'), ('00:00:19.310', '00:00:20.034'), ('00:00:20.034', '00:00:24.345'), ('00:00:24.345', '00:00:26.552'), ('00:00:26.552', '00:00:28.517'), ('00:00:28.517', '00:00:29.552'), ('00:00:29.552', '00:00:31.241'), ('00:00:31.241', '00:00:33.655'), ('00:00:33.655', '00:00:36.276'), ('00:00:36.276', '00:00:37.690'), ('00:00:37.690', '00:00:39.448'), ('00:00:39.448', '00:00:42.207'), ('00:00:42.207', '00:00:44.172'), ('00:00:44.172', '00:00:45.897'), ('00:00:45.897', '00:00:47.276'), ('00:00:47.276', '00:00:48.241'), ('00:00:48.241', '00:00:49.000'), ('00:00:49.000', '00:00:49.759'), ('00:00:49.759', '00:00:50.517'), ('00:00:50.517', '00:00:51.724'), ('00:00:51.724', '00:00:54.448'), ('00:00:54.448', '00:00:56.379')]"
results/pampersus/C-EIa8wS7Hm_2024-07-30_23-03-29_UTC_1,"[(0.0, 0.833), (0.833, 2.067), (2.067, 3.667), (3.667, 5.433), (5.433, 6.433), (6.433, 7.967), (7.967, 9.733), (9.733, 10.767), (10.767, 12.567), (12.567, 14.2), (14.2, 14.933), (14.933, 15.7), (15.7, 16.767), (16.767, 17.4), (17.4, 18.467), (18.467, 20.0), (20.0, 21.267), (21.267, 23.333), (23.333, 24.867), (24.867, 25.667), (25.667, 37.9), (37.9, 43.567), (43.567, 45.233), (45.233, 46.7), (46.7, 47.8), (47.8, 48.6), (48.6, 50.3), (50.3, 51.5), (51.5, 52.733)]","[('00:00:00.000', '00:00:00.833'), ('00:00:00.833', '00:00:02.067'), ('00:00:02.067', '00:00:03.667'), ('00:00:03.667', '00:00:05.433'), ('00:00:05.433', '00:00:06.433'), ('00:00:06.433', '00:00:07.967'), ('00:00:07.967', '00:00:09.733'), ('00:00:09.733', '00:00:10.767'), ('00:00:10.767', '00:00:12.567'), ('00:00:12.567', '00:00:14.200'), ('00:00:14.200', '00:00:14.933'), ('00:00:14.933', '00:00:15.700'), ('00:00:15.700', '00:00:16.767'), ('00:00:16.767', '00:00:17.400'), ('00:00:17.400', '00:00:18.467'), ('00:00:18.467', '00:00:20.000'), ('00:00:20.000', '00:00:21.267'), ('00:00:21.267', '00:00:23.333'), ('00:00:23.333', '00:00:24.867'), ('00:00:24.867', '00:00:25.667'), ('00:00:25.667', '00:00:37.900'), ('00:00:37.900', '00:00:43.567'), ('00:00:43.567', '00:00:45.233'), ('00:00:45.233', '00:00:46.700'), ('00:00:46.700', '00:00:47.800'), ('00:00:47.800', '00:00:48.600'), ('00:00:48.600', '00:00:50.300'), ('00:00:50.300', '00:00:51.500'), ('00:00:51.500', '00:00:52.733')]"
results/pampersus/DB1rCVTJU-I_2024-11-01_18-25-00_UTC_1,"[(0.0, 0.733), (0.733, 2.267), (2.267, 2.833), (2.833, 3.4), (3.4, 4.267), (4.267, 5.667), (5.667, 6.833), (6.833, 7.6), (7.6, 9.9), (9.9, 10.8), (10.8, 11.733), (11.733, 12.633), (12.633, 16.967), (16.967, 18.5), (18.5, 18.967), (18.967, 19.633), (19.633, 20.9), (20.9, 21.5), (21.5, 22.567), (22.567, 23.767), (23.767, 26.4)]","[('00:00:00.000', '00:00:00.733'), ('00:00:00.733', '00:00:02.267'), ('00:00:02.267', '00:00:02.833'), ('00:00:02.833', '00:00:03.400'), ('00:00:03.400', '00:00:04.267'), ('00:00:04.267', '00:00:05.667'), ('00:00:05.667', '00:00:06.833'), ('00:00:06.833', '00:00:07.600'), ('00:00:07.600', '00:00:09.900'), ('00:00:09.900', '00:00:10.800'), ('00:00:10.800', '00:00:11.733'), ('00:00:11.733', '00:00:12.633'), ('00:00:12.633', '00:00:16.967'), ('00:00:16.967', '00:00:18.500'), ('00:00:18.500', '00:00:18.967'), ('00:00:18.967', '00:00:19.633'), ('00:00:19.633', '00:00:20.900'), ('00:00:20.900', '00:00:21.500'), ('00:00:21.500', '00:00:22.567'), ('00:00:22.567', '00:00:23.767'), ('00:00:23.767', '00:00:26.400')]"
results/pampersus/C7jpJS1sdL3_2024-05-29_15-11-57_UTC_1,"[(0.0, 2.306), (2.306, 5.647), (5.647, 8.287), (8.287, 9.992), (9.992, 11.028), (11.028, 12.865), (12.865, 15.071), (15.071, 16.074), (16.074, 17.043), (17.043, 20.986), (20.986, 23.191), (23.191, 24.461), (24.461, 27.201), (27.201, 29.407), (29.407, 33.383), (33.383, 36.157), (36.157, 38.363), (38.363, 42.54), (42.54, 44.745), (44.745, 46.483), (46.483, 49.056), (49.056, 51.863)]","[('00:00:00.000', '00:00:02.306'), ('00:00:02.306', '00:00:05.647'), ('00:00:05.647', '00:00:08.287'), ('00:00:08.287', '00:00:09.992'), ('00:00:09.992', '00:00:11.028'), ('00:00:11.028', '00:00:12.865'), ('00:00:12.865', '00:00:15.071'), ('00:00:15.071', '00:00:16.074'), ('00:00:16.074', '00:00:17.043'), ('00:00:17.043', '00:00:20.986'), ('00:00:20.986', '00:00:23.191'), ('00:00:23.191', '00:00:24.461'), ('00:00:24.461', '00:00:27.201'), ('00:00:27.201', '00:00:29.407'), ('00:00:29.407', '00:00:33.383'), ('00:00:33.383', '00:00:36.157'), ('00:00:36.157', '00:00:38.363'), ('00:00:38.363', '00:00:42.540'), ('00:00:42.540', '00:00:44.745'), ('00:00:44.745', '00:00:46.483'), ('00:00:46.483', '00:00:49.056'), ('00:00:49.056', '00:00:51.863')]"
results/pampersus/C7Un4XwJMN6_2024-05-23_19-15-00_UTC_1,"[(0.0, 2.4), (2.4, 3.7), (3.7, 4.267), (4.267, 7.033), (7.033, 8.3), (8.3, 11.633), (11.633, 12.9), (12.9, 14.933), (14.933, 17.5), (17.5, 18.233), (18.233, 18.867), (18.867, 20.7), (20.7, 21.833), (21.833, 23.333), (23.333, 24.967), (24.967, 26.9), (26.9, 27.4), (27.4, 28.267), (28.267, 28.9), (28.9, 29.8), (29.8, 31.4), (31.4, 31.867), (31.867, 33.1), (33.1, 34.8), (34.8, 35.533), (35.533, 37.3), (37.3, 38.933)]","[('00:00:00.000', '00:00:02.400'), ('00:00:02.400', '00:00:03.700'), ('00:00:03.700', '00:00:04.267'), ('00:00:04.267', '00:00:07.033'), ('00:00:07.033', '00:00:08.300'), ('00:00:08.300', '00:00:11.633'), ('00:00:11.633', '00:00:12.900'), ('00:00:12.900', '00:00:14.933'), ('00:00:14.933', '00:00:17.500'), ('00:00:17.500', '00:00:18.233'), ('00:00:18.233', '00:00:18.867'), ('00:00:18.867', '00:00:20.700'), ('00:00:20.700', '00:00:21.833'), ('00:00:21.833', '00:00:23.333'), ('00:00:23.333', '00:00:24.967'), ('00:00:24.967', '00:00:26.900'), ('00:00:26.900', '00:00:27.400'), ('00:00:27.400', '00:00:28.267'), ('00:00:28.267', '00:00:28.900'), ('00:00:28.900', '00:00:29.800'), ('00:00:29.800', '00:00:31.400'), ('00:00:31.400', '00:00:31.867'), ('00:00:31.867', '00:00:33.100'), ('00:00:33.100', '00:00:34.800'), ('00:00:34.800', '00:00:35.533'), ('00:00:35.533', '00:00:37.300'), ('00:00:37.300', '00:00:38.933')]"
results/pampersus/C83B1EpMdep_2024-07-01_00-23-35_UTC_1,"[(0.0, 1.9), (1.9, 4.933), (4.933, 10.533), (10.533, 13.133), (13.133, 19.767), (19.767, 21.467), (21.467, 23.967), (23.967, 32.633), (32.633, 36.2), (36.2, 41.067), (41.067, 42.9), (42.9, 44.267)]","[('00:00:00.000', '00:00:01.900'), ('00:00:01.900', '00:00:04.933'), ('00:00:04.933', '00:00:10.533'), ('00:00:10.533', '00:00:13.133'), ('00:00:13.133', '00:00:19.767'), ('00:00:19.767', '00:00:21.467'), ('00:00:21.467', '00:00:23.967'), ('00:00:23.967', '00:00:32.633'), ('00:00:32.633', '00:00:36.200'), ('00:00:36.200', '00:00:41.067'), ('00:00:41.067', '00:00:42.900'), ('00:00:42.900', '00:00:44.267')]"
results/pampersus/C8udH1LPvhn_2024-06-27_16-30-39_UTC,"[(0.0, 2.633), (2.633, 5.067), (5.067, 7.6), (7.6, 10.333), (10.333, 13.967), (13.967, 16.6), (16.6, 19.4), (19.4, 21.0), (21.0, 23.267), (23.267, 24.6), (24.6, 26.033), (26.033, 32.067), (32.067, 33.267), (33.267, 34.667), (34.667, 36.333), (36.333, 40.0), (40.0, 40.367)]","[('00:00:00.000', '00:00:02.633'), ('00:00:02.633', '00:00:05.067'), ('00:00:05.067', '00:00:07.600'), ('00:00:07.600', '00:00:10.333'), ('00:00:10.333', '00:00:13.967'), ('00:00:13.967', '00:00:16.600'), ('00:00:16.600', '00:00:19.400'), ('00:00:19.400', '00:00:21.000'), ('00:00:21.000', '00:00:23.267'), ('00:00:23.267', '00:00:24.600'), ('00:00:24.600', '00:00:26.033'), ('00:00:26.033', '00:00:32.067'), ('00:00:32.067', '00:00:33.267'), ('00:00:33.267', '00:00:34.667'), ('00:00:34.667', '00:00:36.333'), ('00:00:36.333', '00:00:40.000'), ('00:00:40.000', '00:00:40.367')]"
