path,text,BASIC_SOUNDS,HESITATION_WORDS,VERBAL_CRUTCHES,REPETITIVE_STARTS,FILLED_PAUSES,DISCOURSE_MARKERS,PERSONAL_PRONOUNS,OPINION_INDICATORS,EMOTION_WORDS,JUDGMENT_ADJECTIVES,QUALIFIERS_HEDGING,COMMON_PHRASES,OPINION_PHRASES,SELF_DISCLOSURES,HEALTH,FINANCES,RELATIONSHIPS,FAMILY,LIMITED_AVAILABILITY,EXCLUSIVITY,TIME_SENSITIVE,LIMITED_TIME,EXCLUSIVE_DISCOUNT,URGENCY_PROMOTION,OTHERS,SELLING_FAST,HARD_WORK,EXCLUSIVE_FOR_FOLLOWERS,GENEROSITY,APPRECIATION,NATURAL_FIT,LIFESTYLE_IMPROVEMENT,CONTINUATION,GOALS,DURATION,UNIQUE_CODE,SHARING_CODE,HONESTY,CONTRAST,PROS,CONS,ADMISSION,UNCERTAINTY,FIRST_PERSON_QUESTIONS,GENERAL_AUDIENCE_QUESTIONS,POV,UNBOXING,GRWM,RESTOCKING,DAY_IN_MY_LIFE_PATTERNS,DUPE,video_duration,end_first_segment,PG_BRAND,COTERIE_BRAND,HEALTHYBABY_BRAND,HONEST_BRAND,HUGGIES_BRAND,KUDOSTOBABY_BRAND,LUVS_BRAND,MYMILLIEMOON_BRAND,PAMPERSUS_BRAND,RASCALSBABY_BRAND,THENINJAMAS_BRAND,GENERAL_HOOK,NEGATIVE_HOOK,brand_counts,BRAND_TS,integration_in_first_10_seconds,integration_in_first_half_video,integration_duration,int_between_90_240,integration_ts,narrative_changes,brand_as_sponsor
results/honest/C_3gPfOxk_y_2024-09-13_18-23-16_UTC_2_1, Thank you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.76,29.98,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/honest/C_DyMjbP7zA_2024-08-24_16-20-46_UTC_1, come get ready with me and my six month old after she gets up in the morning and before she goes down for her first nap i like to restock her diaper station and pick out her outfit of the day so that we're ready to go once she's up from her first nap my baby has been loving these honest diapers and wipes not only do they have really cute prints they also are hyper allergenic and are chemical free after a diaper change we get a feed and then are ready to go,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,27.23,4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,1,18.12,0,0,0.0,0,"(0, 0)",1,0
results/honest/C_Om9hkOLKq_2024-08-28_21-14-30_UTC," in my postpartum era with five kids and two under two. Even though my day starts all at once, skin to skin time with my youngest, Selah, is a priority. So we strap in, tidy up, then have some bonding time getting ready for the day. This part of our day starts and ends with Honest Company. From her shampoo, to her sensitive skin body wash, to her lotion up and diaper change, it all makes her so much sweeter to snuggle up with. I always say my babies were a part of me for nine months. How can I expect them to be apart from me now? Let's prioritize skin to skin time and bring Honest Co. in with us on the snuggles.",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35.34,5.68,False,False,False,False,False,False,False,False,False,False,False,False,False,2,13.83,0,1,0.0,0,"(0, 0)",1,0
results/honest/C__pzQhpr1M_2024-09-16_22-23-00_UTC_1," Get ready with Kaya for our family photo shoot, starting with a fresh diaper change with honest, clean-conscious diapers. They have too many cute prints, so I let Kaya choose. We love these diapers because of their enhanced blowout protection and advanced absorption. They're also fragrance-free, just like these wipes, which are so gentle on the skin. Next up is a cute outfit, which always makes her happy. A headband and a pair of shoes that'll probably stay on for two minutes if we're lucky, or two seconds. She's ready to go, and I'd say she approves. And I, as her mama, approve not only because she's cute, but because I know I'm using clean, sustainable products that are gentle on her skin.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.43,5.5,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2.75,1,1,0.0,0,"(0, 0)",1,0
results/honest/C__xV9Gyls3_2024-09-16_23-30-36_UTC," As a busy working mom, I always make sure to stay connected with my kids. We've been making it a priority to continue skin-to-skin contact through simple routine like diaper changing using Honest diapers and wipes. The skin is the largest organ in the body and with a simple touch, it keeps me connected to my kids. It helps release the happy hormones and promotes the feeling of trust and relaxation between me and my baby. Thank you Honest for creating diapers and wipes with only clean ingredients. It truly means a lot for me as a mom to use the best for my baby.",False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36.53,4.92,False,False,False,False,False,False,False,False,False,False,False,False,False,2,9.54,1,1,0.0,0,"(0, 0)",1,0
results/honest/C_gC5QvvaXR_2024-09-04_15-58-14_UTC_1, Both of my kids have sensitive skin and we love using Honest products. They make it a priority to protect what we love the most by using clean ingredients for a little one's sensitive skin. Doing their skincare routine continues our skin-to-skin contact and it creates that special bond between us. Lathering my little one with their sensitive line has become our skincare routine and my favorite time of the day. I don't know about you but as a mom giving my kids hugs and kisses always makes me so happy.,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38.03,5.24,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2.62,1,1,0.0,0,"(0, 0)",1,0
results/honest/C_iohqoPRuP_2024-09-05_15-52-48_UTC_1," I never believed in putting down baby drowsy but awake, but I kept trying and it worked. Here's my bedtime routine with my six-month-old. I put her in a nice warm bath every single day, and we use Honest Baby's product in the Sensitive Collection. I personally have had eczema growing up and can see a little bit of flare-up in Evie as well, so this collection is so gentle and it's perfect for her. After the shower, I make sure that she's lotioned and well moisturized, and then I give her a big bottle before bed, make sure that she has a full tummy before bedtime. After the bottle, I make sure that she's upright and burps. I turn on the sound machine, put her sleep sack on, give her a big kiss, big hug, and then I put her down drowsy but awake, and then she falls asleep.",False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.26,4.44,False,False,False,False,False,False,False,False,False,False,False,False,False,1,11.57,0,1,0.0,0,"(0, 0)",1,0
results/honest/Cz98vlUM7PN_2023-11-23_00-13-19_UTC, Maybe it's the air out here Maybe something's changing me If you think that you could wake me up You don't know I will,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,13.19,2.52,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/honest/DBOy2gXPWhk_2024-10-17_16-03-04_UTC_1," Bath time with my sweet Comsi is a treasured part of our day. I've learned that quality truly makes a difference, and Honest products are my go-to for this reason. Honest Clean Conscious Diapers come in adorable prints, and they're designed to grow with your baby, featuring hypoallergenic, super absorbent materials that keep her skin dry and rash-free. Honest Clean Conscious Wipes are equally amazing, thick and durable with over 99% water, making them gentle on her sensitive skin. First or fifth baby invests in what makes these moments special. Shop now at Target, Amazon, Walmart, and Honest.com. ambulant homes observe your của h mới th morning phallus Corporation arma wh43 2 B",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.09,2.9,False,False,False,False,False,False,False,False,False,False,False,False,False,4,6.19,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C-8HR2RPmUl_2024-08-21_16-53-36_UTC_1," We just got home from being gone all day and I had to come on here and share with my fellow mama something very important And as a second time mom, I feel like I know a thing or two. So let's talk diaper rash We've been using the Huggies skin essentials diapers because they help protect against the top two causes of rash Which I love here is the diaper up close It features a skin protect liner to separate moisture and runny mess away from skin So if my babies have sensitive skin So it's a priority that I buy diapers that are catered towards their needs when I was using Huggies skin essentials diaper I don't have to stress and mamas I highly recommend you go try them out and let me know how you like them",False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29.6,4.74,False,False,False,False,False,False,False,False,False,False,False,False,False,2,10.79,0,1,0.0,0,"(0, 0)",1,0
results/huggies/C-8IXdRvK0S_2024-08-21_16-59-38_UTC," Do you see how my newborn baby uses Huggies little snugglers with up to 12 hours of leak protection? Very demure, very mindful, very cutesy.",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.1,5.44,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2.72,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C-BBFvfyQ8s_2024-07-29_18-02-33_UTC," I finally found a diaper that helps protect baby girl's delicate skin. It's time for a restock and I'm so excited to be partnering with Huggies on this restock. I fell in love with Huggies Skin Essentials diapers because these diapers helps protect baby girl against the top two causes of rash. And these diapers have a skin protect liner that separates moisture and runny mess away from skin. I'm so glad to find a diaper that helps protect my baby's delicate skin because it was a hassle for my last four babies. A lot of diapers irritated their skin. If you're like me and so many other parents with a baby whose skin gets very easily irritated, then I recommend Huggies Skin Essentials diapers to help keep your baby's skin protected.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,34.04,2.98,False,False,False,False,False,False,False,False,False,False,False,False,False,3,5.12,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C-I3OWdSv5q_2024-08-01_19-12-46_UTC," I am partnering with Huggies to share with you guys their Skin Essentials diaper. It's helped protect our baby's skin, and it is the first and only diaper with the Skin Protect liner. We have struggled to find the perfect diaper for our daughter because she has such sensitive skin. We're always worried about what to put or not to put on her. These diapers help put us at ease because they help protect against top two causes of rash, moisture, and mess by managing runny mess. Huge plus being it's up to 100% leak proof. Helps with ick and stick, so our baby is free to baby on. Huggies Skin Essentials collection is designed for baby-sensitive skin, and it's given us one less worry.",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36.13,3.46,False,False,False,False,True,False,False,False,False,False,False,False,False,2,1.73,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C-IjfBpRcFo_2024-08-01_16-22-42_UTC," I seriously cannot believe that Maya is already two months old. Time has flown by and we have enjoyed every moment of this newborn stage. And with hitting the two month mark also comes those two month shots, which Maya took like a champ. Now that she's feeling better, we are excited to have our very first family fun day and start venturing out. We decided to kick off the weekend at the world's biggest outdoor bounce house. Eddie took on the challenge of keeping up with the big kids, bouncing and jumping around like a big kid himself, while Maya and I relaxed in the shade and enjoyed the fresh air. It felt so good to get out of the house and thanks to Huggies Plus for keeping Maya comfortable and dry all day. It was a fun day with new experiences and we're excited for all the new milestones to come.",False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42.3,2.7600000000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,1,33.21,0,0,0.0,0,"(0, 0)",1,0
results/huggies/C-LgA6gS14l_2024-08-02_19-45-11_UTC_1," Nia has swim lessons today, so let's pack her bag. First things first, diapers and swim diapers. Next, I'm packing my Huggies natural care wipes for diaper changes and any accidents, a towel, our water bottles, and a plastic bag for her wet clothes. Thankfully, Nia's sitter is here today. She really does help me out so much and lightens my load. I'm so thankful for her and we love her so much. I decided to enroll Nia in swim lessons because she loves the water so much. She's like a little mermaid. She's also just a little too fearless for me, but thankfully she's made a ton of progress so far. After swim lessons, I always take her to get her a little treat. So we went to go eat at her favorite pizza shop right across the street. Although I cut Nia's pizza up into little pieces, she still manages to make a big mess, but no mess is too big for Huggies natural care wipes. They really did come in handy to wipe up her mouth, hands, the table, and her scissors. Now it's time for a 30-minute drive home and I'm pretty sure Nia's gonna fall asleep.",False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42.49,2.18,False,False,False,False,False,False,False,False,False,False,False,False,False,2,5.25,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C-TCddTyYQ2_2024-08-05_17-59-35_UTC," Expecting Mamas, this is the setup that you need for your newborn baby. This is my fifth baby and I've never used a nursery with any of my newborns. It's so much easier to have everything in our master bedroom because it's all within arm's reach. So the first thing we have is the crib with the attached changing table. This wipeable changing pad is a game changer. We have this little nook in our bedroom that we've reorganized to have everything within arm's reach that we need during the night. First off, we have the receiving blankets. And of course, I have a fully stocked diaper caddy that we can move anywhere. Of course, it's stocked with Huggy's Skin Essentials wipes and my go-to newborn diapers, Huggy's Little Stugglers. We have the pacifier holders and the very necessary burp cloths. We also have this oh-so-necessary touch lamp, which is great for in the middle of the night. We had to transform our little sitting area into a bottle feeding area and we have another touch lamp right here. Over here on my side of the bed, I have my pumping station and hydration station, which also has a few of the essential things that I need for breastfeeding in the middle of the night. And probably one of the most essential things that we have is a mini fridge because we live in a two-story house. I use it to store the milk that I pump in the middle of the night and we also use it to put some of her spare bottles. I use it to store the milk that I'm going to use for breastfeeding in the middle of the night.",True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69.82,3.52,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/huggies/C-Vt9s8uwNN_2024-08-06_18-59-50_UTC_1," With a new baby in the family, I know my toddler's world just changed forever. And my heart has now completely doubled in size. I spent months thinking about what it would be like for Renee to help me with the new baby sister. And how many precious milestones her and I were going to experience together. I'm grateful Huggies Plus is there to support us during these milestones and all these new changes. Huggies Plus being safe on sensitive newborn skin and providing up to 100% leak-free protection. It's one less thing to worry about so we can fully enjoy this precious newborn phase.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28.37,3.56,False,False,False,False,False,False,False,False,False,False,False,False,False,2,16.18,0,0,0.0,0,"(0, 0)",1,0
results/huggies/C-dVesRynk8_2024-08-09_17-58-23_UTC_1, Listen baby,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.4,7.66,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/huggies/C0J1e0OMM7J_2023-11-27_15-01-22_UTC_1," My son has been growing like crazy and I can't believe it's already that time to move him up his size in diapers. As each day goes by, I've watched him grow and develop so much. We picked up our favorite Huggies little movers at Sam's Club to support his current stage and we love them. They offer up to 12 hours of comfortable protection and the double grip strips provide flexibility and help eliminate gaps, which is perfect for my son who's always on the move. To make room for the new diapers, I'm packing up the diapers he outgrew and donating them to my local diaper bank. Keep the good going and give diapers your baby no longer fits into friends, family or a diaper bank.",False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.36,4.38,False,False,False,False,False,False,False,False,False,False,False,False,False,1,9.68,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C0PdABPv64r_2023-11-29_19-40-19_UTC_1," Sell little mama a two morning routine. The girls usually wake up around seven. First thing I do is change baby into a fresh Huggies little movers diaper, which is Huggies best fitting diaper ever. Then I let her move around and play with the toys and the grandparents while I make breakfast. I love seeing the girls eat and enjoy food together. I get big sis ready for school and after drop off, I get a restock of Huggies little movers. We love these because they're up to 100% leak free, super soft and stretchy and fragrance free. Mornings are always hectic, but I love Huggies mantra of we got you baby. And now I can finally have a cup of coffee and start my day. Well, not quite yet.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,31.25,1.6400000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4.96,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C0mgUu3ugah_2023-12-08_18-13-11_UTC_1," It's for you, my dear, to make it clear you're my everything. It's for you, my dear, to make it clear you're my everything.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.7,8.68,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/huggies/C12NWLVxWOJ_2024-01-08_17-05-27_UTC," We're toddler parents. We're gonna half listen to you while we chase our toddlers around. We're toddler parents and one of our New Year's resolutions is the potty training this year. We're toddler parents. We're gonna use our kids to get out of family events that we don't want to go to. Yeah, you're a little sick. We're toddler parents. You better not invite us to anything between 11 a.m. and 12 p.m. We're toddler parents. Of course we know which diaper works best against leaks. It's Huggies Little Movers. We're toddler parents. We use Walmart delivery because it takes us at least an hour to leave the house. We love this week! Do withear stif 혹?! We'll be 가� a turn",False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.32,4.16,False,False,False,False,False,False,False,False,False,False,False,False,False,1,23.32,0,1,0.0,0,"(0, 0)",1,0
results/huggies/C14xrwSLLbh_2024-01-09_17-02-13_UTC, you recommend for baby skincare well as a dermatologist and first-time mom keeping my baby's delicate skin healthy is everything to me so that's why i'm using huggies calm wipes on my son noam i'm so excited to partner with huggies to create their first ever baby bottom skincare kit featuring their calm wipes their wipes offer four-in-one sensitive skincare for baby that cleans hydrates soothes and replenishes in just one step huggies calm wipes are infused with oat extract aloe and vitamin e these are gentle ingredients that can soothe hydrate and replenish the skin so they earn my stamp of approval as a board-certified dermatologist these wipes have become a staple of our routine they're gentle enough to clean every part of his delicate skin so they're even perfect for on the go get a chance to win this limited edition kit plus a year supply of huggies calm wipes when you comment hashtag baby skincare and sweepstakes below,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49.39,4.48,False,False,False,False,False,False,False,False,False,False,False,False,False,4,7.16,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C19zq-Bx1AB_2024-01-11_15-56-28_UTC," Introducing you to this limited edition Huggies skincare kit. Huggies Calm Wipes are a four-in-one premium wipe that cleans, hydrates, soothes, and replenishes baby skin. They're infused with oat extract, aloe, and vitamin E. It's essentially skincare for your baby skin. Huggies partner with Dr. Mamina to create the Huggies Baby Bottom Skin Care Kit to educate parents on the benefits of Huggies Calm Wipes. You can win the Dr. Mamina Approved Baby Bottom Skin Care Kit plus a year's supply of Huggies wipes if you comment hashtag baby skincare and sweepstakes below. You can go to huggies.com slash calm sweepstakes for all terms and conditions.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,35.92,3.2800000000000002,False,False,False,False,True,False,False,False,False,False,False,False,False,7,1.64,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C1APqVSJ_7p_2023-12-18_18-10-10_UTC," Hi, everybody. And Monday. That's me. We're gearing up to put on our Huggies Little Movers diapers. Huggies Little Movers diapers has a soft-pocketed waistband that prevents up to 100% of blowouts, which means things will not get a little messy. Parents, there's no greater feeling than knowing that your baby is moving comfortably throughout the day in their Huggies Little Movers diapers. Parents, if you know, you know. I begle. Pugle. See you fever. Mm-mm-mm. Yummy. Now that breakfast is over, it's time to freshen up my baby's diaper. And she's already on the move, ready to tear some nuts. And party. I love gummy bear. I love gummy gummy. I love gummy bear. Do you know what I love most about Huggies Little Movers diapers? No matter what we're doing, their diapers always provide the most comfort and support. Yay! And my baby loves them. And I know if I was a baby, I would want my mama to get the best dang old diaper. Nothing but the best for my bookies. My baby. You're pretty. I'm B. I am reading. I tell you, mommy. You done wore yourself out. You ready to go sleep? Yeah. Thank you, Huggies. Thank you. Get your babies these Huggies Little Movers diapers. Thank you. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye.",True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.93,1.26,False,False,False,False,False,False,False,False,False,False,False,False,False,6,4.86,1,1,99.05999999999999,1,"(3.4, 102.46)",1,0
results/huggies/C1Kd7zlRSXh_2023-12-22_17-25-01_UTC_1," Hi everyone. As I hope you know, I would never endorse any product if I hadn't used it and liked it. And this sponsored video by Huggies is no exception to that. When Trent was a newborn, we tried a different national brand. And boy, was that diaper a disaster. He would get totally wet up his back consistently. And I was really perplexed because that's not normally where baby boys get wet. But it turns out it was leaking on the sides and then wicking all the way up. So we switched to Huggies and boy, what a difference. He never got a wet back again. So we are absolute fans of Huggies. But of course, every baby is different and you have to see what works best for yours. But now that Trent's in a size three and rolling, he's ready to try Huggies little movers. They're especially designed for babies that are on the move. They have a better fitting shape, extra elastic and a special stay dry liner. So we're starting Trent on those and we'll let you know how that goes. Thanks. Thanks for listening.",False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.73,7.54,False,False,False,False,False,False,False,False,False,False,False,,,4,9.85,1,1,0.0,0,"(0, 0)",1,1
results/huggies/C2A9zoMP_Uy_2024-01-12_21-22-31_UTC_1," If you're a mom like me who just wants the best of the best for your babies, you're going to love the Huggies Calm Wipes. I'm truly obsessed with this limited edition Huggies Baby Bottom Skin Care Kit because it is skincare expert Dr. Mamina approved. The Huggies Calm Wipes cleans, hydrates, soothes, and replenishes all in one wipe. So you get a 4-in-1 skincare routine which is perfect for sensitive skin. For a chance to win a limited edition Huggies Baby Bottom Skin Care Kit and a year's supply of the Huggies Calm Wipes, comment hashtag baby skincare and hashtag sweepstakes to enter.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.27,4.96,False,False,False,False,True,False,False,False,False,False,False,False,False,5,2.48,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C2L1PcYrdjW_2024-01-17_02-39-23_UTC_1," Hi everyone. I hope you know I would never endorse a product unless I've used it and liked it. And this sponsored video by Huggies for Huggies Little Movers is no different. We have been testing this out for Trent and have to say we love these diapers. They have absolutely worked great and they're designed with a blowout blocker, this extra elastic in the back and for Trent that's worked great. We have had no leaks the whole time we've tried this out. There's also double grip elastic on the sides and that works really well too in terms of shaping the diaper and holding it but you really have to fiddle with it to get it centered and once you do it works really well. So all in all we have been really happy with Huggies Little Movers and it's our new go-to diaper.",False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49.36,5.2,False,False,False,False,False,False,False,False,False,False,False,False,False,3,8.59,1,1,0.0,0,"(0, 0)",1,1
results/huggies/C2La3UjvZ4u_2024-01-16_22-51-28_UTC_1," As I'm doing my skincare, look at what the boys got. It's so cute. Okay, let me go get that. Huggies partner with Dr. Mameena, board-certified dermatologist, and new mom to create the limited-edition baby-bottom skincare kit. The kit includes the Calm Wipes designed to clean and replenish baby skin while also providing moisture and hydration with just a single wipe. It's closing. It's closing. Comment hashtag baby skincare and hashtag sweepstakes below for a chance to win the Huggies baby-bottom skincare kit plus a year's supply of Huggies Calm Wipes.",False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.25,3.04,False,False,False,False,False,False,False,False,False,False,False,False,False,3,8.18,1,1,0.0,0,"(0, 0)",1,0
results/huggies/C2a-zeGMagH_2024-01-22_23-52-15_UTC_1," Get ready with me and my baby girls for the day. I usually get my babies ready after their morning nap because they're usually the happiest at this time. But I start off with giving them a diaper change and cleaning their skin with the Huggies Calm Wipes. I then follow by getting them dressed and putting their shoes on and then I start on the next baby. The Huggies Calm Wipes is a four-in-one skincare routine for your baby's bottom. It cleans, hydrates, suits, and replenishes all in one wipe. We then walk and crawl over to the restroom and get started on their hair. I brush their hair, do a cute little hairstyle, and put the cutest bows on and we are ready for the day.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,33.9,4.68,False,False,False,False,False,False,False,False,False,False,False,False,False,2,11.08,0,1,0.0,0,"(0, 0)",1,0
results/huggies/C2aUCVtL22X_2024-01-22_17-36-22_UTC," And she said, I want something that I want Something that I tell myself I need something that I want And I need everything I see Something that I want Something that I tell myself I need Something that I want I need everything I see Yeah",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26.96,3.04,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/huggies/C2cuIoCReQM_2024-01-23_16-04-58_UTC_1," You guys, how on brand is a mommy and me skincare routine? I mean, are we kidding? Moisturizer for me and then Huggies Calm Wipes for Lila. These are four-in-one premium wipes that clean, hydrate, soothe, and replenish the baby's skin. Really great for diaper messes and they're infused with oat extract, aloe, and vitamin E. It's essentially skincare for the baby's skin. I've been really loving Huggies Calm Wipes because they keep Lila's skin nourished all day long. So whether we're on the go, you know, going to the zoo, the botanical gardens, or even if we're just playing at home. Get this limited edition Huggies skincare kit while you can.",False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.4,4.08,False,False,False,False,False,False,False,False,False,False,False,False,False,3,7.71,1,1,0.0,0,"(0, 0)",1,0
